sku,Link,name_v,price,price_z,categor_list0,categor_list1,categor_list2,categor_list3,categor_list4,categor_list5,list_options0,list_options_value0,list_options1,list_options_value1,list_options2,list_options_value2,list_options3,list_options_value3,list_options4,list_options_value4,list_options5,list_options_value5,price_skidka,img_color,name_color,description,list_img1,list_img2,quantity,delivery,quantity opc
533-cvetn,http://terrakot-yarn.ru/533_cvetnoe_kruzhevo/,Цветное Кружево,120.0,75,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,475 м,Вес мотка:,50 гр,Вес упаковки:,200 гр (4 мотков),Цена за 1 моток:,120.0,,,,http://terrakot-yarn.ru/images/items/533/03830749.jpg ; http://terrakot-yarn.ru/images/items/533/03830750.jpg ; http://terrakot-yarn.ru/images/items/533/03830751.jpg ; http://terrakot-yarn.ru/images/items/533/03845650.jpg ; http://terrakot-yarn.ru/images/items/533/03830753.jpg ; http://terrakot-yarn.ru/images/items/533/03830754.jpg ; http://terrakot-yarn.ru/images/items/533/03846450.jpg ; http://terrakot-yarn.ru/images/items/533/03845651.jpg ; http://terrakot-yarn.ru/images/items/533/03830756.jpg ; http://terrakot-yarn.ru/images/items/533/03835495.jpg ; http://terrakot-yarn.ru/images/items/533/03830757.jpg ; http://terrakot-yarn.ru/images/items/533/03830758.jpg ; http://terrakot-yarn.ru/images/items/533/03830759.jpg ; http://terrakot-yarn.ru/images/items/533/03830760.jpg ; http://terrakot-yarn.ru/images/items/533/03846451.jpg ; http://terrakot-yarn.ru/images/items/533/03830761.jpg ; http://terrakot-yarn.ru/images/items/533/03830762.jpg ; http://terrakot-yarn.ru/images/items/533/03830763.jpg ; http://terrakot-yarn.ru/images/items/533/03845656.jpg ; http://terrakot-yarn.ru/images/items/533/03830764.jpg,02 чёрный ; 03 св.бежевый ; 05 голубой ; 07 бордо ; 124 песочный ; 15 т.голубой ; 161 мокко ; 174 стальной ; 18 персик ; 180 св.бегония ; 276 перламутр ; 335 изумруд ; 396 настурция ; 45 т.бирюза ; 480 яр.зелень ; 49 фуксия ; 53 св.жёлтый ; 567 т.фиалка ; 581 св.изумруд ; 73 айсберг ; 99 абрикос,"Рекомендованный номер крючка: №0,9  1,1.Бережная ручная стирка, max 30°C.;Тоненькая, плотно скрученная ниточка ""Цветное кружево"". Отлично подойдет для вывязывания ажурных салфеток и скатертей, многие вязальщицы используют эту нить в ирландском кружеве.",http://terrakot-yarn.ru/images/items/533/yarn533big.jpg,http://terrakot-yarn.ru/images//items/533/yarn533.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
44-uspesh,http://terrakot-yarn.ru/44_uspeshnaja/,Успешная,110.0,70,Пехорка,Пряжа,Главная страница,,,,Состав:,100% мерсеризованный хлопок,Метраж:,220 м,Вес мотка:,50 гр,Вес упаковки:,500 гр (10 мотков),Цена за 1 моток:,110.0,,,,http://terrakot-yarn.ru/images/items/44/03811240.jpg ; http://terrakot-yarn.ru/images/items/44/03839300.jpg ; http://terrakot-yarn.ru/images/items/44/03807578.jpg ; http://terrakot-yarn.ru/images/items/44/03811628.jpg ; http://terrakot-yarn.ru/images/items/44/03811629.jpg ; http://terrakot-yarn.ru/images/items/44/03839301.jpg ; http://terrakot-yarn.ru/images/items/44/03815708.jpg ; http://terrakot-yarn.ru/images/items/44/03811239.jpg ; http://terrakot-yarn.ru/images/items/44/03824018.jpg ; http://terrakot-yarn.ru/images/items/44/03823026.jpg ; http://terrakot-yarn.ru/images/items/44/03811238.jpg ; http://terrakot-yarn.ru/images/items/44/03807583.jpg ; http://terrakot-yarn.ru/images/items/44/03807581.jpg ; http://terrakot-yarn.ru/images/items/44/03816161.jpg ; http://terrakot-yarn.ru/images/items/44/03811237.jpg ; http://terrakot-yarn.ru/images/items/44/03807582.jpg ; http://terrakot-yarn.ru/images/items/44/03839302.jpg ; http://terrakot-yarn.ru/images/items/44/03811236.jpg ; http://terrakot-yarn.ru/images/items/44/03823027.jpg ; http://terrakot-yarn.ru/images/items/44/03811235.jpg ; http://terrakot-yarn.ru/images/items/44/03839303.jpg ; http://terrakot-yarn.ru/images/items/44/03839304.jpg ; http://terrakot-yarn.ru/images/items/44/03815709.jpg ; http://terrakot-yarn.ru/images/items/44/03816162.jpg ; http://terrakot-yarn.ru/images/items/44/03807580.jpg ; http://terrakot-yarn.ru/images/items/44/03845280.jpg ; http://terrakot-yarn.ru/images/items/44/03839305.jpg ; http://terrakot-yarn.ru/images/items/44/03807579.jpg ; http://terrakot-yarn.ru/images/items/44/03811234.jpg ; http://terrakot-yarn.ru/images/items/44/03850047.jpg,02 чёрный ; 04 т.синий ; 05 голубой ; 06 красный ; 07 бордо ; 08 св.серый ; 09 зел.яблоко ; 15 т.голубой ; 165 т.бежевый ; 174 стальной ; 178 св.сиреневый ; 179 фиалка ; 18 персик ; 194 рыжик ; 21 брусника ; 223 св.бирюза ; 26 василек ; 284 оранжевый ; 285 морковь ; 29 розовая сирень ; 393 св.маренго ; 411 мята ; 416 св.коричневый ; 439 малиновый ; 480 яр.зелень ; 483 незрел.лимон ; 511 зеленка ; 74 крокус ; 787 марсала ; 80 канарейка ; 87 т.лиловый ; 918 хвоя,"Рекомендованный номер спиц: 2,0мм; крючка: №1,7  2,0.Бережная ручная стирка, max 30°C.;Пряжа выработана по итальянской технологии, имеет яркие насыщенные цвета. Имеет блеск ниточки, за счет мерсеризации.",http://terrakot-yarn.ru/images/items/44/yarn44big.jpg,http://terrakot-yarn.ru/images//items/44/yarn44.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
45-hlopok,http://terrakot-yarn.ru/45_hlopok_naturalnyj/,Хлопок Натуральный,190.0,120,Пехорка,Пряжа,Главная страница,,,,Состав:,100% хлопок,Метраж:,425 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,190.0,,,,http://terrakot-yarn.ru/images/items/45/03812338.jpg ; http://terrakot-yarn.ru/images/items/45/03812339.jpg ; http://terrakot-yarn.ru/images/items/45/03812340.jpg ; http://terrakot-yarn.ru/images/items/45/03812341.jpg ; http://terrakot-yarn.ru/images/items/45/03846762.jpg ; http://terrakot-yarn.ru/images/items/45/03815254.jpg ; http://terrakot-yarn.ru/images/items/45/03812342.jpg ; http://terrakot-yarn.ru/images/items/45/03838637.jpg ; http://terrakot-yarn.ru/images/items/45/03812343.jpg ; http://terrakot-yarn.ru/images/items/45/03812345.jpg ; http://terrakot-yarn.ru/images/items/45/03812346.jpg ; http://terrakot-yarn.ru/images/items/45/03846763.jpg ; http://terrakot-yarn.ru/images/items/45/03838641.jpg ; http://terrakot-yarn.ru/images/items/45/03815724.jpg ; http://terrakot-yarn.ru/images/items/45/03846448.jpg ; http://terrakot-yarn.ru/images/items/45/03815711.jpg ; http://terrakot-yarn.ru/images/items/45/03838642.jpg ; http://terrakot-yarn.ru/images/items/45/03846765.jpg ; http://terrakot-yarn.ru/images/items/45/03846766.jpg ; http://terrakot-yarn.ru/images/items/45/03812349.jpg ; http://terrakot-yarn.ru/images/items/45/03844564.jpg ; http://terrakot-yarn.ru/images/items/45/03851106.jpg ; http://terrakot-yarn.ru/images/items/45/03812350.jpg ; http://terrakot-yarn.ru/images/items/45/03812352.jpg ; http://terrakot-yarn.ru/images/items/45/03812351.jpg,01 белый ; 02 чёрный ; 05 голубой ; 06 красный ; 07 бордо ; 11 яр.розовый ; 12 желток ; 124 песочный ; 161 мокко ; 166 суровый ; 178 св.сиреневый ; 191 ежевика ; 20 розовый ; 223 св.бирюза ; 251 коричневый ; 26 василек ; 272 вишня ; 283 лосось ; 284 оранжевый ; 35 маренго ; 393 св.маренго ; 439 малиновый ; 483 незрел.лимон ; 515 зел. бирюза ; 53 св.желтый ; 59 мышонок ; 599 увядшая роза ; 63 льдинка ; 65 экзотика,"Рекомендованный номер спиц: 2,0  2,5мм; крючка: №2,0  2,5.Бережная ручная стирка, max 30°C.;Пряжа имеет интересное переплетение, за счет этого красиво ложится в изделии. Приятная к телу. Не вызывает аллергии. Пряжа идеально подходит для вязания летних платьев, сарафанов, туник, подойдет так же для детских изделий.",http://terrakot-yarn.ru/images/items/45/yarn45big.jpg,http://terrakot-yarn.ru/images//items/45/yarn45.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
416-sal-a,http://terrakot-yarn.ru/416_sal_abiye/,Sal Abiye,310.0,191,Alize,Пряжа,Главная страница,,,,Состав:,"80% акрил, 10% полиэстер, 5% паетки, 5% метанит",Метраж:,410 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,310.0,,,,http://terrakot-yarn.ru/images/items/416/03822670.jpg ; http://terrakot-yarn.ru/images/items/416/03822667.jpg ; http://terrakot-yarn.ru/images/items/416/03825103.jpg ; http://terrakot-yarn.ru/images/items/416/03822671.jpg ; http://terrakot-yarn.ru/images/items/416/03822665.jpg,01 сливочный ; 55 белый ; 56 красный ; 62 молочный ; 67 св.беж,"Рекомендуемый размер спиц: 2.0  4.0мм, крючок: №1,5  4,0. Стирка в тёплой воде (температура до 30 С).Фантазийная акриловая пряжа с добавлением в тон нитипайетоки метанита. Эта блестящая нарядная пряжа подходит для вязания элегантных вечерних нарядов,сумочек, кошельков, украшений и пр. Нить красиво смотрится в лицевой и изнаночной глади, в эффектных ажурных узорах. Она может использоваться самостоятельно, в комбинации с другой пряжей, а также для отделки.",http://terrakot-yarn.ru/images/items/416/yarn416big.jpg,http://terrakot-yarn.ru/images//items/416/yarn416.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
539-super,http://terrakot-yarn.ru/539_superwash/,Superwash,320.0,203,Alize,Пряжа,Главная страница,,,,Состав:,"75% шерсть, 25% полиамид",Метраж:,420 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,320.0,,,,http://terrakot-yarn.ru/images/items/539/03833325.jpg ; http://terrakot-yarn.ru/images/items/539/03851453.jpg ; http://terrakot-yarn.ru/images/items/539/03842090.jpg ; http://terrakot-yarn.ru/images/items/539/03833326.jpg ; http://terrakot-yarn.ru/images/items/539/03832566.jpg ; http://terrakot-yarn.ru/images/items/539/03832574.jpg ; http://terrakot-yarn.ru/images/items/539/03854522.jpg ; http://terrakot-yarn.ru/images/items/539/03832561.jpg ; http://terrakot-yarn.ru/images/items/539/03832568.jpg ; http://terrakot-yarn.ru/images/items/539/03854523.jpg ; http://terrakot-yarn.ru/images/items/539/03855116.jpg ; http://terrakot-yarn.ru/images/items/539/03855105.jpg ; http://terrakot-yarn.ru/images/items/539/03855117.jpg,01 сливочный ; 182 т.серый ; 21 серый ; 2696 зелёный меланж ; 4448 бордо-серый ; 55 белый ; 5529 беж-кор-золот. ; 58 т.синий ; 60 чёрный ; 6760 зелен.меланж ; 6764 бел-чер-крас-липа-изумр. ; 6765 бел-гол-бир-т.син. ; 6766 бел-чер-кор-беж-тер.,"Рекомендуемый размер спиц: 2,0  4,0мм, крючок: №1,5  3,0. Плотность вязания: 10 см. х 10 см. = 20п. х 24р. Ручная и машинная стирка.Пряжа упругая, эластичная, теплая, уютная и не колется, что очень подходит для детей и взрослых. Тонкая нитка прекрасно подойдет для вязки легких, но в тоже время теплых вещей. Пряжа легко распускается и перевязывается несколько раз, не деформируясь и не влияя на вид изделия. Натуральная шерстяная нить обеспечивает изделию прекрасную форму.",http://terrakot-yarn.ru/images/items/539/yarn539big.jpg,http://terrakot-yarn.ru/images//items/539/yarn539.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
243-super,http://terrakot-yarn.ru/243_superlana_tig_color/,Superlana Tig Color,190.0,116,Alize,Пряжа,Главная страница,,,,Состав:,"25% шерсть, 75% акрил",Метраж:,570 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,190.0,,,,http://terrakot-yarn.ru/images/items/243/03842075.jpg ; http://terrakot-yarn.ru/images/items/243/03842073.jpg ; http://terrakot-yarn.ru/images/items/243/03842083.jpg ; http://terrakot-yarn.ru/images/items/243/03842080.jpg ; http://terrakot-yarn.ru/images/items/243/03842078.jpg,51839 кор.меланж ; 51840 сер.меланж ; 51841 сер.-беж.меланж ; 51847 зол.меланж ; 51850 тер.коричн.меланж,"Рекомендуемый размер спиц: 2,0  4,0мм. Стирка в тёплой воде (температура до 30 С).;;Superlana Tig Colorдля вязания на вилке, для плетения, для ручного и машинного вязания. Классическая пряжа,нитьоченьтонкая,плотная, сильной крутки, приятные матовые оттенки секционного окраса для вязания демисезонной одежды.",http://terrakot-yarn.ru/images/items/243/yarn243big.jpg,http://terrakot-yarn.ru/images//items/243/yarn243.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
411-super,http://terrakot-yarn.ru/411_superlana_tig/,Superlana Tig,190.0,118,Alize,Пряжа,Главная страница,,,,Состав:,"25% шерсть, 75% акрил",Метраж:,570 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,190.0,,,,http://terrakot-yarn.ru/images/items/411/03839646.jpg ; http://terrakot-yarn.ru/images/items/411/03847327.jpg ; http://terrakot-yarn.ru/images/items/411/03839638.jpg ; http://terrakot-yarn.ru/images/items/411/03841870.jpg ; http://terrakot-yarn.ru/images/items/411/03841851.jpg ; http://terrakot-yarn.ru/images/items/411/03841869.jpg ; http://terrakot-yarn.ru/images/items/411/03839630.jpg ; http://terrakot-yarn.ru/images/items/411/03839631.jpg ; http://terrakot-yarn.ru/images/items/411/03841856.jpg ; http://terrakot-yarn.ru/images/items/411/03841873.jpg ; http://terrakot-yarn.ru/images/items/411/03839640.jpg ; http://terrakot-yarn.ru/images/items/411/03848140.jpg ; http://terrakot-yarn.ru/images/items/411/03854518.jpg ; http://terrakot-yarn.ru/images/items/411/03839634.jpg ; http://terrakot-yarn.ru/images/items/411/03841859.jpg ; http://terrakot-yarn.ru/images/items/411/03839633.jpg ; http://terrakot-yarn.ru/images/items/411/03848141.jpg ; http://terrakot-yarn.ru/images/items/411/03848142.jpg ; http://terrakot-yarn.ru/images/items/411/03848112.jpg ; http://terrakot-yarn.ru/images/items/411/03841866.jpg ; http://terrakot-yarn.ru/images/items/411/03839632.jpg ; http://terrakot-yarn.ru/images/items/411/03841858.jpg ; http://terrakot-yarn.ru/images/items/411/03849859.jpg ; http://terrakot-yarn.ru/images/items/411/03841871.jpg ; http://terrakot-yarn.ru/images/items/411/03848194.jpg ; http://terrakot-yarn.ru/images/items/411/03839645.jpg ; http://terrakot-yarn.ru/images/items/411/03848114.jpg ; http://terrakot-yarn.ru/images/items/411/03853649.jpg ; http://terrakot-yarn.ru/images/items/411/03849852.jpg ; http://terrakot-yarn.ru/images/items/411/03848139.jpg ; http://terrakot-yarn.ru/images/items/411/03839635.jpg ; http://terrakot-yarn.ru/images/items/411/03839644.jpg ; http://terrakot-yarn.ru/images/items/411/03839643.jpg ; http://terrakot-yarn.ru/images/items/411/03839641.jpg ; http://terrakot-yarn.ru/images/items/411/03839628.jpg ; http://terrakot-yarn.ru/images/items/411/03841874.jpg ; http://terrakot-yarn.ru/images/items/411/03839637.jpg ; http://terrakot-yarn.ru/images/items/411/03839629.jpg ; http://terrakot-yarn.ru/images/items/411/03839647.jpg ; http://terrakot-yarn.ru/images/items/411/03847329.jpg ; http://terrakot-yarn.ru/images/items/411/03842062.jpg ; http://terrakot-yarn.ru/images/items/411/03856619.jpg ; http://terrakot-yarn.ru/images/items/411/03848113.jpg,01 сливочный ; 02 золото ; 111 сливовый ; 138 бл.полынь ; 142 серая роза ; 144 розовая пудра ; 152 лен ; 161 пудра ; 164 пыльная бирюза ; 168 лунный камень ; 182 маренго ; 187 св.желтый ; 196 т.сер.меланж ; 207 серобежевый ; 208 серебр.мел ; 21 серый меланж ; 213 натуральный ; 257 сирень ; 271 св.розовый ; 295 св.черничный ; 307 прелая вишня ; 310 кремовый ; 312 сухая сирень ; 345 хаки ; 363 розовый бутон ; 381 морская волна ; 390 георгин ; 450 суровый ; 463 пыльная мята ; 467 бирюза ; 495 рубин ; 499 св.беж ; 514 св.голубой ; 518 розовый ; 55 белый ; 56 красный ; 57 бордо ; 58 т. синий ; 584 т. беж ; 599 слоновая кость ; 60 черный ; 62 молочный ; 652 натур.св.серый ; 697 т.беж ; 698 перламутр. ; 73 брусника ; 87 т.серый,"Рекомендуемый размер спиц: 2,0  2,5мм, крючок: №0,51,0. Стирка в тёплой воде (температура до 30 С).;;Тонкие ажурные аксессуары, шали, джемпера, туники, связанные из этойпряжи, будут практичны и уютны. Широкая цветовая палитра, представленная в нашем магазине, позволит подобрать пряжу любимых оттенков.",http://terrakot-yarn.ru/images/items/411/yarn411big.jpg,http://terrakot-yarn.ru/images//items/411/yarn411.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
268-super,http://terrakot-yarn.ru/268_superlana_midi_pullu/,Superlana Midi Pullu,280.0,175,Alize,Пряжа,Главная страница,,,,Состав:,"23% шерсть, 67% акрил, 5% полиамид, 5% пайетки",Метраж:,150 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,280.0,,,,http://terrakot-yarn.ru/images/items/268/03835977.jpg,56 красный,"Рекомендуемый размер спиц: 5,0  8,0мм; крючок: №3,0  4,0мм. Стирка в тёплой воде (температура до 30 С).;;Пряжа Superlana Midi Pullu очень комфортна с её средней толщиной и мягкой текстурой. Пайетки ненавязчиво поблескивают, придавая определенный шарм вашему изделию.",http://terrakot-yarn.ru/images/items/268/yarn268big.jpg,http://terrakot-yarn.ru/images//items/268/yarn268.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1642-supe,http://terrakot-yarn.ru/1642_superlana_midi/,SUPERLANA MIDI,190.0,118,Alize,Пряжа,Главная страница,,,,Состав:,"75% акрил, 25% шерсть",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,190.0,,,,http://terrakot-yarn.ru/images/items/1642/03858509.jpg ; http://terrakot-yarn.ru/images/items/1642/03858505.jpg ; http://terrakot-yarn.ru/images/items/1642/03858543.jpg ; http://terrakot-yarn.ru/images/items/1642/03858511.jpg ; http://terrakot-yarn.ru/images/items/1642/03858529.jpg ; http://terrakot-yarn.ru/images/items/1642/03858548.jpg ; http://terrakot-yarn.ru/images/items/1642/03858514.jpg ; http://terrakot-yarn.ru/images/items/1642/03858538.jpg ; http://terrakot-yarn.ru/images/items/1642/03858531.jpg ; http://terrakot-yarn.ru/images/items/1642/03858549.jpg ; http://terrakot-yarn.ru/images/items/1642/03858517.jpg ; http://terrakot-yarn.ru/images/items/1642/03858516.jpg ; http://terrakot-yarn.ru/images/items/1642/03858553.jpg ; http://terrakot-yarn.ru/images/items/1642/03858506.jpg ; http://terrakot-yarn.ru/images/items/1642/03858525.jpg ; http://terrakot-yarn.ru/images/items/1642/03858532.jpg ; http://terrakot-yarn.ru/images/items/1642/03858502.jpg ; http://terrakot-yarn.ru/images/items/1642/03858521.jpg ; http://terrakot-yarn.ru/images/items/1642/03858545.jpg ; http://terrakot-yarn.ru/images/items/1642/03858526.jpg ; http://terrakot-yarn.ru/images/items/1642/03858536.jpg ; http://terrakot-yarn.ru/images/items/1642/03858513.jpg ; http://terrakot-yarn.ru/images/items/1642/03858527.jpg ; http://terrakot-yarn.ru/images/items/1642/03858547.jpg ; http://terrakot-yarn.ru/images/items/1642/03858550.jpg ; http://terrakot-yarn.ru/images/items/1642/03858551.jpg ; http://terrakot-yarn.ru/images/items/1642/03858533.jpg ; http://terrakot-yarn.ru/images/items/1642/03858503.jpg ; http://terrakot-yarn.ru/images/items/1642/03858552.jpg ; http://terrakot-yarn.ru/images/items/1642/03858540.jpg ; http://terrakot-yarn.ru/images/items/1642/03858544.jpg ; http://terrakot-yarn.ru/images/items/1642/03858504.jpg ; http://terrakot-yarn.ru/images/items/1642/03858518.jpg ; http://terrakot-yarn.ru/images/items/1642/03858542.jpg ; http://terrakot-yarn.ru/images/items/1642/03858539.jpg ; http://terrakot-yarn.ru/images/items/1642/03858528.jpg ; http://terrakot-yarn.ru/images/items/1642/03858507.jpg ; http://terrakot-yarn.ru/images/items/1642/03858554.jpg ; http://terrakot-yarn.ru/images/items/1642/03858530.jpg ; http://terrakot-yarn.ru/images/items/1642/03858546.jpg ; http://terrakot-yarn.ru/images/items/1642/03858537.jpg ; http://terrakot-yarn.ru/images/items/1642/03858510.jpg,01 сливочный ; 02 шафран ; 05 бежевый ; 111 сливовый ; 141 василёк ; 152 натуральный ; 155 т.бирюзовый ; 161 пудра ; 182 т.серый ; 196 т.серый меланж ; 207 натуральный беж. ; 208 св.серый ; 21 сер.меланж ; 212 петрольный ; 214 оливковый ; 215 синий джинс ; 234 т.золото ; 240 кофе ; 241 т.зеленый ; 26 шоколад ; 28 св.брусничный ; 287 св.бирюзовый ; 310 медовый ; 345 хаки ; 381 морская волна ; 388 пурпурный ; 390 яр.вишня ; 426 т.зелёный ; 480 голубая норка ; 488 т.желтый ; 495 рубин ; 499 карамель ; 50 ярк.цикламен ; 55 белый ; 56 т.красный ; 57 бордо ; 58 т.синий ; 60 черный ; 601 чёрно-белый меланж ; 62 молочный ; 649 т.цикламен ; 663 серый меланж ; 800 антрацитовый меланж ; 801 св.серый меланж ; 803 бежевый меланж ; 804 коричневый меланж ; 805 т.синий меланж ; 87 угольно серый ; 902 джинс.-т.серый меланж,,http://terrakot-yarn.ru/images/items/1642/yarn1642big.jpg,http://terrakot-yarn.ru/images//items/1642/yarn1642.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1643-supe,http://terrakot-yarn.ru/1643_superlana_midi_motif/,SUPERLANA MIDI MOTIF,210.0,129,Alize,Пряжа,Главная страница,,,,Состав:,"75% акрил, 25% шерсть",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,210.0,,,,http://terrakot-yarn.ru/images/items/1643/03858590.jpg ; http://terrakot-yarn.ru/images/items/1643/03858589.jpg ; http://terrakot-yarn.ru/images/items/1643/03858593.jpg ; http://terrakot-yarn.ru/images/items/1643/03858592.jpg ; http://terrakot-yarn.ru/images/items/1643/03858602.jpg ; http://terrakot-yarn.ru/images/items/1643/03858591.jpg ; http://terrakot-yarn.ru/images/items/1643/03858604.jpg ; http://terrakot-yarn.ru/images/items/1643/03858600.jpg ; http://terrakot-yarn.ru/images/items/1643/03858597.jpg ; http://terrakot-yarn.ru/images/items/1643/03858598.jpg ; http://terrakot-yarn.ru/images/items/1643/03858603.jpg ; http://terrakot-yarn.ru/images/items/1643/03858596.jpg ; http://terrakot-yarn.ru/images/items/1643/03858595.jpg ; http://terrakot-yarn.ru/images/items/1643/03858594.jpg ; http://terrakot-yarn.ru/images/items/1643/03858599.jpg ; http://terrakot-yarn.ru/images/items/1643/03858601.jpg,1674 зелен-коричн-мол. ; 1676 син-беж-мол. ; 1911 серый принт ; 1913 бежево-коричневый ; 2955 малиново-сирен.принт ; 2986 радужный ; 3007 молочн-т.сер-красн. ; 6916 мол-оранж-корал ; 6918 мол-мята-сер. ; 6940 мол-т.сер-сер ; 6941 мол-золот-беж. ; 6942 мол-сир.перс-сер. ; 6943 молочн-сер-беж ; 6944 мол-сер-м.волн. ; 6973 мол-малин-роз. ; 6976 мол-аспар-зел.,,http://terrakot-yarn.ru/images/items/1643/yarn1643big.jpg,http://terrakot-yarn.ru/images//items/1643/yarn1643.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
447-super,http://terrakot-yarn.ru/447_superlana_midi_mosaic/,Superlana Midi Mosaic,220.0,135,Alize,Пряжа,Главная страница,,,,Состав:,"25% шерсть, 75% акрил",Метраж:,170 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,220.0,,,,http://terrakot-yarn.ru/images/items/447/03826845.jpg ; http://terrakot-yarn.ru/images/items/447/03826844.jpg ; http://terrakot-yarn.ru/images/items/447/03825911.jpg ; http://terrakot-yarn.ru/images/items/447/03828420.jpg ; http://terrakot-yarn.ru/images/items/447/03832119.jpg ; http://terrakot-yarn.ru/images/items/447/03832115.jpg ; http://terrakot-yarn.ru/images/items/447/03836018.jpg ; http://terrakot-yarn.ru/images/items/447/03833962.jpg ; http://terrakot-yarn.ru/images/items/447/03837844.jpg ; http://terrakot-yarn.ru/images/items/447/03847990.jpg ; http://terrakot-yarn.ru/images/items/447/03847991.jpg ; http://terrakot-yarn.ru/images/items/447/03853480.jpg,4992 т.маренго ; 4996 молочный ; 5005 серый ; 5019 фрез ; 5024 голубой ; 5052 гор.шок. ; 5090 т.синий ; 5101 пыльная бирюза ; 5227 бордо ; 5504 горчица ; 5509 черный ; 5636 мор.волна,"Рекомендуемый размер спиц: 5,0  7,0мм. Плотность пязания: 10см х 10см = 11п х 15р. Стирка в тёплой воде (температура до 30 С).Элегантная и благородная твидовая пряжа. Нить очень тёплая, мягкая и приятная на ощупь, совершенно не колется. Полотно получается упругим, довольно быстро возвращается в первоначальную форму после растяжения.",http://terrakot-yarn.ru/images/items/447/yarn447big.jpg,http://terrakot-yarn.ru/images//items/447/yarn447.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
1462-supe,http://terrakot-yarn.ru/1462_superlana_maxi_multicolor/,SUPERLANA MAXI MULTICOLOR,210.0,129,Alize,Пряжа,Главная страница,,,,Состав:,25% шерсть - 75% акрил,Метраж:,100 м,Вес мотка:,100 гр,Вес упаковки:,500 гр (5 мотков),Цена за 1 моток:,210.0,,,,http://terrakot-yarn.ru/images/items/1462/03853047.jpg ; http://terrakot-yarn.ru/images/items/1462/03853045.jpg ; http://terrakot-yarn.ru/images/items/1462/03853050.jpg ; http://terrakot-yarn.ru/images/items/1462/03853052.jpg ; http://terrakot-yarn.ru/images/items/1462/03853044.jpg,52088 зел-алый-суров. ; 52141 вас-полынь-терр. ; 52148 черн-зел-желт. ; 52150 шафран-аспарагус ; 52151 красн-желт-зел.,,http://terrakot-yarn.ru/images/items/1462/yarn1462big.jpg,http://terrakot-yarn.ru/images//items/1462/yarn1462.png,20,2,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;1010;10;10;10;10;1010;10;10;10;10;10;10;10;10;10
